query	subject	evalue	coverage	pratio	score	qLen	sLen	qCoverage	sCoverage	defLine
Gorai.009G207300.1	AT1G47640.1	1e-151	0.991228070175439	1	418	228	228	0.991228070175439	0.991228070175439	
Gorai.006G098400.1	AT1G79915.1	1e-116	0.931888544891641	1.07051282051282	333	334	312	0.961077844311377	0.96474358974359	Putative methyltransferase family protein
Gorai.006G075800.1	AT4G15720.1	0.0	0.929188255613126	0.87987012987013	566	542	616	0.992619926199262	0.896103896103896	Tetratricopeptide repeat (TPR)-like superfamily protein
Gorai.003G072900.1	AT1G10390.1	0.0	0.981571290009699	0.980787704130644	1138	1021	1041	0.991185112634672	0.996157540826129	Nucleoporin autopeptidase
Gorai.001G207500.1	AT3G30210.1	5e-82	0.903954802259887	0.923913043478261	243	255	276	0.952941176470588	0.869565217391304	myb domain protein 121
Gorai.005G051800.1	AT3G23450.1	5e-07	0.0890804597701149	0.539823008849557	48.6	244	452	0.127049180327869	0.0685840707964602	
Gorai.009G384600.1	AT1G53130.1	1e-49	0.948328267477204	0.958333333333333	155	161	168	0.968944099378882	0.946428571428571	Stigma-specific Stig1 family protein
Gorai.005G149600.1	AT1G05180.1	0.0	0.983082706766917	0.97037037037037	888	524	540	0.998091603053435	0.97037037037037	NAD(P)-binding Rossmann-fold superfamily protein
Gorai.004G160700.1	AT2G45430.1	1e-98	0.9856	0.971608832807571	288	308	317	1	1	AT-hook motif nuclear-localized protein 22
Gorai.009G415700.1	AT2G37020.2	1e-138	0.968595041322314	0.951612903225806	388	295	310	0.993220338983051	0.987096774193548	Translin family protein
Gorai.007G033500.1	AT1G32200.1	0.0	0.865406006674082	0.958605664488017	597	440	459	0.884090909090909	0.873638344226579	phospholipid/glycerol acyltransferase family protein
Gorai.007G055300.1	AT3G47630.2	1e-169	0.976119402985075	1.01807228915663	470	338	332	0.973372781065089	0.984939759036145	
Gorai.004G146300.1	AT3G62270.1	0.0	0.970422535211268	1.0199146514936	1193	717	703	0.96931659693166	0.980085348506401	HCO3- transporter family
Gorai.008G229700.1	AT5G47030.1	1e-111	0.987654320987654	0.995073891625616	313	202	203	0.99009900990099	0.995073891625616	ATPase, F1 complex, delta/epsilon subunit
Gorai.010G130800.1	AT1G71810.1	0.0	0.99352983465133	1.01011560693642	970	699	692	0.995708154506438	0.998554913294798	Protein kinase superfamily protein
Gorai.013G107500.1	AT1G77330.1	1e-162	0.99344262295082	0.986970684039088	449	303	307	1	1	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Gorai.002G242700.1	AT3G52940.1	0.0	0.989159891598916	1	587	369	369	1	0.989159891598916	Ergosterol biosynthesis ERG4/ERG24 family
Gorai.003G154700.1	AT5G19760.1	0.0	0.998324958123953	1.00335570469799	538	299	298	1	1	Mitochondrial substrate carrier family protein
Gorai.008G280800.1	AT5G62140.1	1e-88	0.776470588235294	1.11618257261411	259	269	241	0.736059479553903	0.829875518672199	
Gorai.002G030000.1	AT3G16980.1	2e-76	1	1	220	114	114	1	1	RNA polymerases M/15 Kd subunit
Gorai.007G275400.1	AT3G04470.1	0.0	0.985373364126251	1.0296875	924	659	640	1	1	Ankyrin repeat family protein
Gorai.002G209300.1	AT3G26070.1	2e-96	0.825462012320329	1.01239669421488	278	245	242	0.820408163265306	0.851239669421488	Plastid-lipid associated protein PAP / fibrillin family protein
Gorai.007G341700.1	AT1G09070.1	4e-61	0.826366559485531	0.919753086419753	192	298	324	0.86241610738255	0.858024691358025	soybean gene regulated by cold-2
Gorai.012G045500.1	AT1G47570.1	0.0	0.977588046958378	1.01072961373391	599	471	466	0.983014861995754	0.982832618025751	RING/U-box superfamily protein
Gorai.006G100200.1	AT1G80370.1	0.0	0.973488865323436	1.04555314533623	527	482	461	1	0.995661605206074	Cyclin A2;4
Gorai.009G434600.1	AT3G15430.1	0.0	0.976554536187564	1.01024590163934	775	493	488	0.973630831643002	0.98155737704918	Regulator of chromosome condensation (RCC1) family protein
Gorai.002G101400.1	AT1G55850.1	0.0	0.971350613915416	1.01097393689986	893	737	729	0.987788331071913	0.976680384087791	cellulose synthase like E1
Gorai.010G166900.1	AT1G30100.1	0.0	0.906148867313916	1.09847198641766	864	647	589	0.885625965996909	0.950764006791171	nine-cis-epoxycarotenoid dioxygenase 5
Gorai.010G024200.1	AT2G39540.1	2e-38	0.994285714285714	1.01149425287356	122	88	87	1	1	Gibberellin-regulated family protein
Gorai.011G245300.1	AT3G09500.1	2e-76	1	1	221	123	123	1	1	Ribosomal L29 family protein
Gorai.007G103400.1	AT4G01250.1	9e-96	0.941548183254344	1.1241610738255	281	335	298	1	1	WRKY family transcription factor
Gorai.010G166300.1	AT5G46230.1	1e-55	0.917241379310345	1.02797202797203	169	147	143	0.904761904761905	0.93006993006993	Protein of unknown function, DUF538
Gorai.007G353500.1	AT3G57050.1	0.0	0.94940796555436	1.00215517241379	691	465	464	0.948387096774194	0.952586206896552	cystathionine beta-lyase
Gorai.011G097300.1	AT3G01175.1	2e-33	0.305229455709712	1.33665835411471	126	536	401	0.291044776119403	0.356608478802993	Protein of unknown function (DUF1666)
Gorai.011G075400.1	AT1G79900.1	1e-159	0.945454545454545	1.04391891891892	442	309	296	0.967637540453074	0.966216216216216	Mitochondrial substrate carrier family protein
Gorai.009G060900.1	AT5G10970.1	5e-59	0.79646017699115	1.07720588235294	185	293	272	0.822525597269625	0.827205882352941	C2H2 and C2HC zinc fingers superfamily protein
Gorai.010G216600.1	AT2G40030.1	0.0	0.942668696093354	0.994939271255061	1864	1966	1976	0.978128179043744	0.940283400809717	nuclear RNA polymerase D1B
Gorai.008G273500.1	AT5G52850.1	0.0	0.978579481397971	0.986562150055991	897	881	893	0.985244040862656	0.973124300111982	Pentatricopeptide repeat (PPR) superfamily protein
Gorai.008G210000.1	AT5G23690.1	0.0	0.990458015267176	0.988614800759013	695	521	527	0.99616122840691	0.990512333965844	Polynucleotide adenylyltransferase family protein
Gorai.007G276600.1	AT1G08650.1	1e-131	0.966010733452594	0.96830985915493	369	275	284	0.981818181818182	0.961267605633803	phosphoenolpyruvate carboxylase kinase 1
Gorai.010G195400.1	AT3G56080.1	0.0	0.982857142857143	1.00819672131148	785	615	610	0.978861788617886	0.998360655737705	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Gorai.003G038600.1	AT4G39740.1	1e-112	0.969034608378871	0.989130434782609	322	273	276	0.974358974358974	0.978260869565217	Thioredoxin superfamily protein
Gorai.003G064100.1	AT3G16230.2	1e-167	0.937697993664203	1.10913140311804	474	498	449	0.987951807228916	0.988864142538975	Predicted eukaryotic LigT
Gorai.013G043800.1	AT3G19260.1	1e-150	0.936752136752137	0.976351351351351	420	289	296	0.948096885813149	0.929054054054054	LAG1 homologue 2
Gorai.005G004000.1	AT2G38550.1	1e-102	0.954407294832827	0.964179104477612	299	323	335	0.990712074303406	0.937313432835821	Transmembrane proteins 14C
Gorai.007G137000.1	AT4G02790.1	0.0	0.966442953020134	1.00268817204301	509	373	372	0.967828418230563	0.967741935483871	GTP-binding family protein
Gorai.008G293600.1	AT1G18330.2	2e-59	0.643705463182898	1.26344086021505	193	470	372	0.704255319148936	0.728494623655914	Homeodomain-like superfamily protein
Gorai.009G239400.1	AT1G22170.1	0.0	0.967455621301775	1.02395209580838	499	342	334	0.991228070175439	0.979041916167665	Phosphoglycerate mutase family protein
Gorai.012G150000.1	AT2G15560.1	0.0	0.954183266932271	1.05316973415133	549	515	489	0.992233009708738	0.979550102249489	Putative endonuclease or glycosyl hydrolase
Gorai.005G042200.1	AT1G05370.1	0.0	1	1	528	417	417	1	1	Sec14p-like phosphatidylinositol transfer family protein
Gorai.001G267100.1	AT3G27430.2	0.0	1	1	496	273	273	1	1	N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein
Gorai.008G278300.1	AT5G52230.1	6e-24	0.356612184249629	0.804289544235925	104	600	746	0.4	0.355227882037534	methyl-CPG-binding domain protein 13
Gorai.004G171900.1	AT5G47940.1	3e-93	0.657465495608532	1.12817089452603	298	845	749	0.687573964497041	0.699599465954606	
Gorai.001G051700.1	AT5G07480.1	1e-153	0.979710144927536	1.02941176470588	430	350	340	1	0.994117647058824	KAR-UP oxidoreductase 1
Gorai.011G104500.1	AT2G23640.1	4e-55	0.951456310679612	1	171	206	206	0.951456310679612	0.956310679611651	Reticulan like protein B13
Gorai.004G275000.1	AT2G46490.1	1e-22	0.50996015936255	0.873134328358209	84.0	117	134	0.547008547008547	0.552238805970149	
Gorai.009G045700.1	AT2G26040.1	3e-96	0.939947780678851	1.01578947368421	275	193	190	0.937823834196891	0.947368421052632	PYR1-like 2
Gorai.013G248400.1	AT3G58060.1	0.0	0.910648714810282	0.987834549878346	566	406	411	0.916256157635468	0.924574209245742	Cation efflux family protein
Gorai.007G037100.1	AT5G62470.2	1e-111	0.894080996884735	0.823863636363636	320	290	352	0.989655172413793	0.951704545454545	myb domain protein 96
Gorai.004G146100.1	AT5G14670.1	1e-136	0.978494623655914	0.978723404255319	376	184	188	0.989130434782609	0.968085106382979	ADP-ribosylation factor A1B
Gorai.013G271600.1	AT1G06840.1	0.0	0.968619246861925	1.00629590766002	1330	959	953	0.9718456725756	0.971668415529906	Leucine-rich repeat protein kinase family protein
Gorai.011G278800.1	AT1G51740.1	1e-151	0.996763754045307	0.993548387096774	422	308	310	1	1	syntaxin of plants 81
Gorai.005G204500.1	AT4G03390.1	0.0	0.987905792488861	1.02448453608247	913	795	776	1	1	STRUBBELIG-receptor family 3
Gorai.009G137300.1	AT3G16350.1	1e-112	0.954054054054054	0.912144702842377	326	353	387	1	1	Homeodomain-like superfamily protein
Gorai.005G004900.1	AT5G01850.1	0.0	0.965014577259475	1.06006006006006	535	353	333	0.946175637393768	0.993993993993994	Protein kinase superfamily protein
Gorai.006G252300.1	AT4G14305.1	1e-116	0.997304582210243	1.00540540540541	326	186	185	0.994623655913978	1	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein
Gorai.011G172100.1	AT4G14420.1	2e-71	0.984126984126984	0.993670886075949	210	157	158	0.987261146496815	0.987341772151899	HR-like lesion-inducing protein-related
Gorai.011G012500.1	AT1G11920.1	0.0	0.998699609882965	1.00260416666667	569	385	384	1	1	Pectin lyase-like superfamily protein
Gorai.009G200700.1	AT1G75330.1	0.0	0.908366533864542	1.008	573	378	375	0.91005291005291	0.912	ornithine carbamoyltransferase
Gorai.003G149400.1	AT5G58470.1	2e-83	0.765714285714286	1.07345971563981	256	453	422	0.792494481236203	0.793838862559242	TBP-associated factor 15B
Gorai.004G273800.1	AT4G30710.1	0.0	0.966168371361133	0.97360248447205	582	627	644	0.9792663476874	0.996894409937888	Family of unknown function (DUF566)
Gorai.013G030000.1	AT1G67960.1	0.0	0.987834549878346	0.975961538461538	718	609	624	1	1	
Gorai.007G252000.1	ATCG00700.1	4e-21	1	1	75.9	43	43	1	1	photosystem II reaction center protein N
Gorai.009G448900.1	AT3G11010.1	1e-177	0.836418209104552	1.23601789709172	526	1105	894	0.756561085972851	0.939597315436242	receptor like protein 34
Gorai.003G088400.1	AT1G65420.1	4e-75	0.736842105263158	1.21827411167513	223	240	197	0.670833333333333	0.842639593908629	Protein of unknown function (DUF565)
Gorai.002G184600.1	AT3G50930.1	1e-169	0.808946877912395	0.862847222222222	481	497	576	0.873239436619718	0.78125	cytochrome BC1 synthesis
Gorai.006G129100.1	AT5G12870.1	7e-76	0.81198003327787	1.14642857142857	229	321	280	0.838006230529595	0.871428571428571	myb domain protein 46
Gorai.006G141200.1	AT3G57880.1	0.0	0.998708010335917	1.0025873221216	1486	775	773	0.998709677419355	1	Calcium-dependent lipid-binding (CaLB domain) plant phosphoribosyltransferase family protein
Gorai.007G273300.1	AT5G32470.1	0.0	0.976287816843827	0.982171799027553	782	606	617	0.988448844884488	0.967585089141005	Haem oxygenase-like, multi-helical
Gorai.002G124000.1	AT1G75580.1	3e-63	0.953271028037383	0.981481481481482	186	106	108	0.962264150943396	0.972222222222222	SAUR-like auxin-responsive protein family
Gorai.011G148900.1	ATCG00360.1	9e-35	0.353293413173653	1.65079365079365	117	208	126	0.283653846153846	0.468253968253968	Tetratricopeptide repeat (TPR)-like superfamily protein
Gorai.005G248100.1	AT3G51100.1	2e-69	0.847457627118644	0.957345971563981	207	202	211	0.866336633663366	0.895734597156398	
Gorai.007G133000.1	AT5G35960.1	0.0	0.929577464788732	0.986013986013986	559	423	429	0.962174940898345	0.923076923076923	Protein kinase family protein
Gorai.003G010000.1	AT5G66240.2	0.0	0.967455621301775	1.04229607250755	551	345	331	0.985507246376812	0.987915407854985	Transducin/WD40 repeat-like superfamily protein
Gorai.005G051200.1	AT4G14330.1	0.0	0.995983935742972	1.00575373993096	996	874	869	0.998855835240275	0.998849252013809	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Gorai.013G158700.1	AT3G21610.1	5e-90	0.982456140350877	0.96551724137931	258	168	174	1	1	Acid phosphatase/vanadium-dependent haloperoxidase-related protein
Gorai.003G023500.1	AT4G36990.1	4e-99	0.960276338514681	1.0387323943662	288	295	284	0.996610169491525	0.97887323943662	heat shock factor 4
Gorai.007G185400.1	AT5G38110.1	1e-104	0.882352941176471	0.871559633027523	296	190	218	0.947368421052632	0.834862385321101	anti- silencing function 1b
Gorai.012G014100.1	AT3G56290.1	1e-72	0.997118155619596	1.00578034682081	214	174	173	1	1	
Gorai.001G067900.1	AT1G73740.1	1e-126	0.822477650063857	0.816705336426914	362	352	431	0.917613636363636	0.747099767981439	UDP-Glycosyltransferase superfamily protein
Gorai.010G186600.1	AT4G22350.2	0.0	0.988970588235294	1.01855287569573	758	549	539	1	0.998144712430427	Ubiquitin C-terminal hydrolases superfamily protein
Gorai.013G228800.1	AT5G56670.1	5e-30	1	1	99.5	62	62	1	1	Ribosomal protein S30 family protein
Gorai.008G125000.1	AT2G46495.1	1e-105	0.911022576361222	1.0241935483871	309	381	372	0.916010498687664	0.922043010752688	RING/U-box superfamily protein
Gorai.003G056900.1	AT5G16650.1	1e-68	0.90625	1	201	128	128	0.90625	0.9140625	Chaperone DnaJ-domain superfamily protein
Gorai.004G025400.1	AT5G57250.1	0.0	0.933920704845815	1.10401647785788	824	1072	971	0.975746268656716	0.982492276004119	Pentatricopeptide repeat (PPR) superfamily protein
Gorai.007G207300.1	AT5G66600.4	0.0	0.939951961569255	0.985691573926868	662	620	629	0.958064516129032	0.933227344992051	Protein of unknown function, DUF547
Gorai.004G024500.1	AT2G26590.1	1e-152	0.956661316211878	1.07666666666667	424	323	300	0.934984520123839	0.993333333333333	regulatory particle non-ATPase 13
Gorai.003G013800.1	AT4G36530.2	0.0	0.978779840848806	0.994708994708995	563	376	378	0.981382978723404	0.981481481481482	alpha/beta-Hydrolases superfamily protein
Gorai.008G285000.1	AT1G48960.1	4e-70	0.935344827586207	1.11872146118721	210	245	219	0.995918367346939	0.990867579908676	Adenine nucleotide alpha hydrolases-like superfamily protein
Gorai.001G142900.1	AT4G02160.1	4e-09	0.135869565217391	1.01092896174863	51.4	185	183	0.135135135135135	0.136612021857924	
Gorai.013G116600.1	AT5G27220.1	1e-32	0.541492814093649	0.826418289585097	135	976	1181	0.658811475409836	0.494496189669771	Frigida-like protein
Gorai.005G019500.1	AT1G06710.1	0.0	0.962814070351759	0.995987963891675	1304	993	997	0.964753272910373	0.960882647943831	Tetratricopeptide repeat (TPR)-like superfamily protein
Gorai.007G242100.1	AT4G39710.1	4e-99	0.784580498866213	1.03225806451613	284	224	217	0.799107142857143	0.797235023041475	FK506-binding protein 16-2
Gorai.004G122900.1	AT4G27680.1	0.0	0.982278481012658	0.984924623115578	677	392	398	1	0.974874371859296	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Gorai.007G175800.1	AT1G50180.1	0.0	0.957936062815479	1.08051341890315	596	926	857	1	0.996499416569428	NB-ARC domain-containing disease resistance protein
Gorai.003G111800.1	AT5G07475.1	2e-52	0.829787234042553	0.958333333333333	163	184	192	0.847826086956522	0.822916666666667	Cupredoxin superfamily protein
Gorai.009G212300.1	AT2G26570.1	0.0	0.764265129682997	1.14993804213135	882	928	807	0.716594827586207	0.821561338289963	Plant protein of unknown function (DUF827)
Gorai.011G284000.1	AT2G40020.3	9e-12	0.281995661605206	0.920833333333333	60.1	221	240	0.298642533936652	0.270833333333333	Nucleolar histone methyltransferase-related protein
Gorai.006G174400.1	AT5G02520.1	1e-37	0.337297297297297	0.546822742474916	136	327	598	0.477064220183486	0.260869565217391	
Gorai.009G414600.1	AT5G03370.1	8e-51	0.582887700534759	1.18713450292398	159	203	171	0.541871921182266	0.637426900584795	acylphosphatase family
Gorai.008G202500.1	AT3G48280.1	0.0	0.930232558139535	1.10612244897959	544	542	490	0.909594095940959	0.979591836734694	cytochrome P450, family 71, subfamily A, polypeptide 25
Gorai.013G123500.1	AT3G05170.1	1e-159	0.869983948635634	0.971518987341772	443	307	316	0.882736156351791	0.857594936708861	Phosphoglycerate mutase family protein
Gorai.007G224900.1	AT5G67630.1	0.0	0.995717344753747	0.991471215351812	818	465	469	1	0.991471215351812	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Gorai.006G255000.1	AT1G48520.1	0.0	0.9847533632287	1.02727272727273	918	565	550	0.998230088495575	0.998181818181818	GLU-ADT subunit B
Gorai.008G026600.1	AT2G15860.2	0.0	0.969465648854962	1	565	524	524	0.969465648854962	0.971374045801527	
Gorai.012G082700.1	AT5G13980.1	0.0	0.979014153245486	1.0009765625	1571	1025	1024	0.979512195121951	0.9794921875	Glycosyl hydrolase family 38 protein
Gorai.005G141700.1	AT1G14190.1	0.0	0.937984496124031	1.05988023952096	657	531	501	0.926553672316384	0.966067864271457	Glucose-methanol-choline (GMC) oxidoreductase family protein
Gorai.006G153000.1	AT5G06140.1	0.0	0.992518703241895	0.995024875621891	702	400	402	0.9975	0.990049751243781	sorting nexin 1
Gorai.009G333600.1	AT1G24360.1	1e-159	0.982945736434109	1.02194357366771	444	326	319	0.996932515337423	0.993730407523511	NAD(P)-binding Rossmann-fold superfamily protein
Gorai.008G289800.1	AT3G18010.1	4e-62	0.977591036414566	1.04	197	364	350	0.997252747252747	0.997142857142857	WUSCHEL related homeobox 1
Gorai.009G200300.1	AT1G75350.1	9e-67	0.888888888888889	0.9375	197	135	144	0.918518518518519	0.923611111111111	Ribosomal protein L31
Gorai.009G088800.1	AT3G44850.1	0.0	0.983271375464684	1.01498127340824	771	542	534	0.977859778597786	0.99063670411985	Protein kinase superfamily protein
Gorai.004G288000.1	AT5G25950.1	1e-140	0.960093896713615	0.972222222222222	401	420	432	0.980952380952381	0.946759259259259	Protein of Unknown Function (DUF239)
Gorai.013G187000.1	AT2G20410.1	1e-116	0.699564586357039	1.03244837758112	334	350	339	0.688571428571429	0.728613569321534	RNA-binding ASCH domain protein
Gorai.006G191800.1	AT1G73590.1	0.0	0.986145069274654	0.972668810289389	913	605	622	1	1	Auxin efflux carrier family protein
Gorai.009G073200.1	AT4G31980.1	4e-95	0.758181818181818	0.617647058823529	291	420	680	0.995238095238095	0.613235294117647	
Gorai.008G257200.1	AT4G10790.1	0.0	0.977635782747604	0.95625	640	459	480	1	1	UBX domain-containing protein
Gorai.011G029900.1	AT1G28395.2	5e-28	0.716981132075472	1.78947368421053	98.4	170	95	0.564705882352941	1	
Gorai.004G081100.1	AT1G03180.1	1e-98	0.882978723404255	1.12830188679245	286	299	265	0.872909698996655	0.939622641509434	
Gorai.003G057600.1	AT1G64990.1	0.0	1	1	803	468	468	1	1	GPCR-type G protein 1
Gorai.007G376100.1	AT5G02280.1	2e-98	1	1	278	141	141	1	1	SNARE-like superfamily protein
Gorai.012G029600.1	AT2G02360.1	3e-92	0.936395759717314	1.08088235294118	270	294	272	0.95578231292517	0.974264705882353	phloem protein 2-B10
Gorai.009G089700.1	AT2G27970.1	5e-53	0.935672514619883	1.06024096385542	159	88	83	0.931818181818182	0.963855421686747	CDK-subunit 2
Gorai.009G289700.1	AT1G34380.2	1e-142	0.805774278215223	1.19596541786744	403	415	347	0.778313253012048	0.884726224783862	5'-3' exonuclease family protein
Gorai.009G152100.1	AT2G35150.1	1e-136	0.980152671755725	1.02786377708978	385	332	323	0.97289156626506	0.993808049535604	EXORDIUM like 1
Gorai.009G151100.1	AT4G19830.1	2e-91	0.982532751091703	1	265	229	229	0.986899563318777	0.982532751091703	FKBP-like peptidyl-prolyl cis-trans isomerase family protein
Gorai.001G024600.1	AT4G32820.2	0.0	0.449753310828356	1.05715811965812	1224	1979	1872	0.437594744820616	0.46741452991453	Tetratricopeptide repeat (TPR)-like superfamily protein
Gorai.008G214100.1	AT5G51180.1	0.0	0.988857938718663	1.01120448179272	543	361	357	0.994459833795014	0.994397759103641	alpha/beta-Hydrolases superfamily protein
Gorai.N005400.1	AT3G07350.1	1e-103	0.978151260504202	0.996644295302013	300	297	298	0.97979797979798	0.986577181208054	Protein of unknown function (DUF506)
Gorai.012G051100.1	AT3G29240.1	1e-131	0.955954323001631	0.933753943217666	371	296	317	0.989864864864865	0.984227129337539	Protein of unknown function (DUF179)
Gorai.007G006300.1	AT1G48650.2	0.0	0.986677768526228	0.991708126036484	1786	1196	1206	0.990802675585284	0.98424543946932	DEA(D/H)-box RNA helicase family protein
Gorai.005G098000.1	AT1G10040.1	1e-173	0.85748502994012	1.02669902912621	484	423	412	0.860520094562648	0.868932038834951	alpha/beta-Hydrolases superfamily protein
Gorai.008G004000.1	AT4G02720.1	5e-84	0.290227048371175	1.40047393364929	261	591	422	0.248730964467005	0.360189573459716	
Gorai.006G201800.1	AT5G53045.1	7e-41	0.958762886597938	1.02083333333333	129	98	96	0.948979591836735	0.979166666666667	
Gorai.001G106500.1	AT5G60010.1	0.0	0.960046323103648	0.94920993227991	1023	841	886	0.985731272294887	0.992099322799097	ferric reductase-like transmembrane component family protein
Gorai.009G174400.1	AT4G05090.1	0.0	0.966871165644172	1.05289672544081	518	418	397	0.978468899521531	0.992443324937028	Inositol monophosphatase family protein
Gorai.005G076800.1	AT1G71720.1	0.0	0.982248520710059	1.028	561	514	500	0.988326848249027	0.996	Nucleic acid-binding proteins superfamily
Gorai.013G078900.1	AT1G26160.1	1e-119	0.925143953934741	1.01937984496124	338	263	258	0.916349809885932	0.968992248062015	Metal-dependent phosphohydrolase
Gorai.001G162000.1	AT2G07727.1	0.0	0.998726114649682	0.997455470737914	750	392	393	1	1	Di-haem cytochrome, transmembrane;Cytochrome b/b6, C-terminal
Gorai.008G098400.1	AT2G36360.5	0.0	0.973811833171678	1.013671875	697	519	512	0.967244701348748	0.998046875	Galactose oxidase/kelch repeat superfamily protein
Gorai.007G188300.1	AT1G65930.1	0.0	0.993924665856622	1.00731707317073	787	413	410	1	0.997560975609756	cytosolic NADP+-dependent isocitrate dehydrogenase
Gorai.002G249700.1	AT5G03040.1	1e-158	0.983818770226537	1.01084598698482	449	466	461	0.978540772532189	0.989154013015184	IQ-domain 2
Gorai.009G449300.1	AT5G55620.1	2e-26	0.935185185185185	1.13861386138614	93.0	115	101	1	1	
Gorai.002G009200.1	AT4G34215.1	1e-110	0.898876404494382	1.05384615384615	315	274	260	0.875912408759124	0.938461538461538	Domain of unknown function (DUF303)
Gorai.013G070000.1	AT1G17330.1	1e-125	0.925053533190578	1.1036036036036	352	245	222	0.906122448979592	0.972972972972973	Metal-dependent phosphohydrolase
Gorai.002G055700.1	AT1G43580.1	0.0	0.987012987012987	1.01187648456057	605	426	421	0.981220657276995	0.992874109263658	Sphingomyelin synthetase family protein
Gorai.010G045100.1	AT1G22060.1	0.0	0.655030800821355	0.948974487243622	1202	1897	1999	0.691618344754876	0.63831915957979	
Gorai.007G011400.1	AT4G33270.1	0.0	0.99780701754386	0.99562363238512	801	455	457	1	1	Transducin family protein / WD-40 repeat family protein
Gorai.007G259700.1	AT3G03790.3	0.0	0.983455882352941	0.979981801637853	1346	1077	1099	0.993500464252553	0.975432211101001	ankyrin repeat family protein / regulator of chromosome condensation (RCC1) family protein
Gorai.001G086700.1	AT3G03440.1	1e-155	0.864864864864865	0.904411764705882	436	369	408	0.910569105691057	0.825980392156863	ARM repeat superfamily protein
Gorai.008G196600.1	AT5G61220.1	5e-29	0.895027624309392	1.08045977011494	98.4	94	87	0.861702127659574	0.931034482758621	LYR family of Fe/S cluster biogenesis protein
Gorai.004G020400.1	AT3G23070.1	0.0	0.935409457900807	0.968217934165721	1004	853	881	0.963657678780774	0.920544835414302	CRM family member 3A
Gorai.002G213000.1	AT4G13420.1	0.0	0.979387882573392	1.03949044585987	997	816	785	0.98406862745098	0.998726114649682	high affinity K+ transporter 5
Gorai.006G154200.1	AT3G52610.1	1e-180	0.959076600209864	1.00631578947368	507	478	475	0.956066945606695	0.981052631578947	
Gorai.005G003400.1	AT5G01920.1	0.0	0.995943204868154	0.991919191919192	682	491	495	1	0.995959595959596	Protein kinase superfamily protein
Gorai.011G067300.1	AT1G17710.1	1e-137	0.923913043478261	0.978494623655914	384	273	279	0.934065934065934	0.92831541218638	Pyridoxal phosphate phosphatase-related protein
Gorai.010G231000.1	AT3G21360.1	1e-103	0.682634730538922	0.518181818181818	297	171	330	1	0.521212121212121	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Gorai.009G022100.1	AT2G03500.1	1e-136	0.956810631229236	1.09027777777778	392	471	432	1	1	Homeodomain-like superfamily protein
Gorai.003G009500.1	AT5G66210.2	0.0	0.979323308270677	1.03441682600382	888	541	523	0.992606284658041	0.996175908221797	calcium-dependent protein kinase 28
Gorai.011G204800.1	AT3G17380.1	1e-140	0.980769230769231	1.01941747572816	393	315	309	0.984126984126984	0.990291262135922	TRAF-like family protein
Gorai.002G001600.1	AT1G15120.2	1e-32	0.538775510204082	0.475903614457831	109	79	166	0.835443037974684	0.397590361445783	Ubiquinol-cytochrome C reductase hinge protein
Gorai.003G100700.1	AT5G07980.1	1e-101	0.305947271612508	1.17321785476349	347	1761	1501	0.283929585462805	0.332445036642239	dentin sialophosphoprotein-related
Gorai.004G112300.1	AT1G61415.1	9e-57	0.967930029154519	1.05389221556886	173	176	167	0.960227272727273	0.994011976047904	
Gorai.009G264000.1	AT3G52150.1	7e-98	0.8	0.99604743083004	283	252	253	0.801587301587302	0.802371541501976	RNA-binding (RRM/RBD/RNP motifs) family protein
Gorai.008G029000.1	AT2G16250.1	0.0	0.925095680699836	0.998907103825137	1002	914	915	0.925601750547046	0.93224043715847	Leucine-rich repeat protein kinase family protein
Gorai.004G016400.1	AT4G25650.2	0.0	0.946020128087832	0.955277280858676	725	534	559	0.968164794007491	0.9695885509839	ACD1-like
Gorai.006G074300.1	AT5G18940.1	0.0	0.997101449275362	1	542	345	345	0.997101449275362	0.997101449275362	Mo25 family protein
Gorai.010G180500.1	AT1G62050.1	0.0	0.944170771756979	0.951923076923077	802	594	624	0.968013468013468	0.959935897435897	Ankyrin repeat family protein
Gorai.005G171400.1	AT1G27850.1	0.0	0.995185995623632	0.990418118466899	706	1137	1148	1	1	
Gorai.001G212500.1	AT1G14130.1	1e-130	0.955371900826446	0.964285714285714	369	297	308	0.973063973063973	0.951298701298701	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Gorai.004G132200.1	AT4G23940.1	0.0	0.979957805907173	1.00422832980973	1462	950	946	0.983157894736842	0.982029598308668	FtsH extracellular protease family
Gorai.007G247600.1	AT5G35980.1	0.0	0.993246753246753	1.01359832635983	1245	969	956	0.989680082559339	1	yeast YAK1-related gene 1
Gorai.009G005500.1	AT4G30220.2	1e-53	0.921465968586387	0.989583333333333	161	95	96	1	0.916666666666667	small nuclear ribonucleoprotein F
