PACid	species	locusName	transcriptName	proteinName	PFAM	PFAM_DEF	PANTHER	PANTHER_DEF	KOG	KOG_DEF	EC	EC_DEF	KEGG	KEGG_DEF	GO	GO_DEF	PATHWAY	PATHWAY_DEF	alias	defLine
PAC:26782159	G. raimondii	Gorai.007G093600	Gorai.007G093600.1	Gorai.007G093600.1	PF06487	PF06487 - Sin3 associated polypeptide p18 (SAP18)	PTHR13082	PTHR13082 - SAP18	KOG3391	KOG3391 - Transcriptional co-repressor component			K14324	K14324 - histone deacetylase complex subunit SAP18						(1 of 1) K14324 - histone deacetylase complex subunit SAP18 (SAP18)
PAC:26808750	G. raimondii	Gorai.011G025800	Gorai.011G025800.1	Gorai.011G025800.1	PF03126	PF03126 - Plus-3 domain	PTHR13115; PTHR13115:SF8	PTHR13115:SF8 - RNA POLYMERASE-ASSOCIATED PROTEIN RTF1 HOMOLOG; PTHR13115 - UNCHARACTERIZED	KOG2402	KOG2402 - Paf1/RNA polymerase II complex, RTF1 component (involved in regulation of TATA box-binding protein)			K15178	K15178 - ""	GO:0003677; GO:0005634; GO:0016570; GO:0016593; GO:0006352; GO:0006368	GO:0006368 - The extension of an RNA molecule after transcription initiation and promoter clearance at an RNA polymerase II promoter by the addition of ribonucleotides catalyzed by RNA polymerase II.; GO:0016570 - The covalent alteration of one or more amino acid residues within a histone protein.; GO:0016593 - A multiprotein complex that associates with RNA polymerase II and general RNA polymerase II transcription factor complexes and may be involved in both transcriptional initiation and elongation. In Saccharomyces the complex contains Paf1p, Cdc73p, Ctr9p, Rtf1p, and Leo1p.; GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0006352 - Any process involved in the assembly of the RNA polymerase preinitiation complex (PIC) at the core promoter region of a DNA template, resulting in the subsequent synthesis of RNA from that promoter. The initiation phase includes PIC assembly and the formation of the first few bonds in the RNA chain, including abortive initiation, which occurs when the first few nucleotides are repeatedly synthesized and then released. The initiation phase ends just before and does not include promoter clearance, or release, which is the transition between the initiation and elongation phases of transcription.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).				(1 of 1) K15178 - RNA polymerase-associated protein RTF1 (RTF1)
PAC:26757185	G. raimondii	Gorai.010G134900	Gorai.010G134900.1	Gorai.010G134900.1	PF01853	PF01853 - MOZ/SAS family	PTHR10615; PTHR10615:SF103	PTHR10615:SF103 - MYST-LIKE HISTONE ACETYLTRANSFERASE 1-RELATED; PTHR10615 - HISTONE ACETYLTRANSFERASE			2.3.1.48	2.3.1.48 - Histone acetyltransferase			GO:0016747; GO:0006355	GO:0016747 - Catalysis of the transfer of an acyl group, other than amino-acyl, from one compound (donor) to another (acceptor).; GO:0006355 - Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.				(1 of 5) PTHR10615:SF103 - MYST-LIKE HISTONE ACETYLTRANSFERASE 1-RELATED
PAC:26774544	G. raimondii	Gorai.004G242200	Gorai.004G242200.1	Gorai.004G242200.1	PF00808	PF00808 - Histone-like transcription factor (CBF/NF-Y) and archaeal histone	PTHR10252:SF49; PTHR10252	PTHR10252:SF49 - SUBFAMILY NOT NAMED; PTHR10252 - HISTONE-LIKE TRANSCRIPTION FACTOR CCAAT-RELATED					K08066	K08066 - nuclear transcription factor Y, gamma	GO:0046982	GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.				(1 of 5) K08066 - nuclear transcription factor Y, gamma (NFYC)
PAC:26829110	G. raimondii	Gorai.006G259000	Gorai.006G259000.1	Gorai.006G259000.1	PF00856	PF00856 - SET domain	PTHR12197; PTHR12197:SF138	PTHR12197 - SET AND MYND DOMAIN CONTAINING; PTHR12197:SF138 - SET AND MYND DOMAIN-CONTAINING PROTEIN DDB_G0292140			2.1.1.43	2.1.1.43 - Histone-lysine N-methyltransferase	K11426	K11426 - ""	GO:0005515	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).				(1 of 1) PTHR12197:SF138 - SET AND MYND DOMAIN-CONTAINING PROTEIN DDB_G0292140
PAC:26828384	G. raimondii	Gorai.012G181100	Gorai.012G181100.1	Gorai.012G181100.1	PF00538	PF00538 - linker histone H1 and H5 family	PTHR11467:SF37; PTHR11467	PTHR11467 - HISTONE H1/H5; PTHR11467:SF37 - SUBFAMILY NOT NAMED							GO:0003677; GO:0005634; GO:0000786; GO:0006334	GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0006334 - The aggregation, arrangement and bonding together of a nucleosome, the beadlike structural units of eukaryotic chromatin composed of histones and DNA.; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 1) PTHR11467//PTHR11467:SF37 - HISTONE H1/H5 // SUBFAMILY NOT NAMED
PAC:26758276	G. raimondii	Gorai.010G215200	Gorai.010G215200.1	Gorai.010G215200.1	PF00808	PF00808 - Histone-like transcription factor (CBF/NF-Y) and archaeal histone	PTHR10252:SF40; PTHR10252	PTHR10252:SF40 - SUBFAMILY NOT NAMED; PTHR10252 - HISTONE-LIKE TRANSCRIPTION FACTOR CCAAT-RELATED	KOG1659	KOG1659 - Class 2 transcription repressor NC2, alpha subunit (DRAP1)					GO:0046982	GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.				(1 of 2) PTHR10252//PTHR10252:SF40 - HISTONE-LIKE TRANSCRIPTION FACTOR CCAAT-RELATED // SUBFAMILY NOT NAMED
PAC:26775871	G. raimondii	Gorai.004G004600	Gorai.004G004600.1	Gorai.004G004600.1	PF15511	PF15511 - Centromere kinetochore component CENP-T histone fold	PTHR10484	PTHR10484 - HISTONE H4	KOG3467	KOG3467 - Histone H4			K11254	K11254 - histone H4	GO:0003677; GO:0005634; GO:0046982; GO:0000786	GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 17) K11254 - histone H4 (H4)
PAC:26834934	G. raimondii	Gorai.006G026900	Gorai.006G026900.1	Gorai.006G026900.1	PF02671	PF02671 - Paired amphipathic helix repeat	PTHR12346:SF8; PTHR12346	PTHR12346 - SIN3B-RELATED; PTHR12346:SF8 - PAIRED AMPHIPATHIC HELIX PROTEIN SIN3-LIKE 1-RELATED	KOG4204	KOG4204 - Histone deacetylase complex, SIN3 component					GO:0006355	GO:0006355 - Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.				(1 of 9) PTHR12346 - SIN3B-RELATED
PAC:26771037	G. raimondii	Gorai.009G020400	Gorai.009G020400.1	Gorai.009G020400.1	PF05185; PF06325	PF05185 - PRMT5 arginine-N-methyltransferase; PF06325 - Ribosomal protein L11 methyltransferase (PrmA)	PTHR11006; PTHR11006:SF68	PTHR11006 - PROTEIN ARGININE N-METHYLTRANSFERASE; PTHR11006:SF68 - PROTEIN ARGININE N-METHYLTRANSFERASE PRMT10	KOG1499	KOG1499 - Protein arginine N-methyltransferase PRMT1 and related enzymes	2.1.1.125	2.1.1.125 - Histone-arginine N-methyltransferase	K11434	K11434 - protein arginine N-methyltransferase 1	GO:0008168; GO:0006479	GO:0006479 - The addition of a methyl group to a protein amino acid. A methyl group is derived from methane by the removal of a hydrogen atom.; GO:0008168 - Catalysis of the transfer of a methyl group to an acceptor molecule.				(1 of 1) PTHR11006:SF68 - PROTEIN ARGININE N-METHYLTRANSFERASE PRMT10
PAC:26804179	G. raimondii	Gorai.005G044200	Gorai.005G044200.1	Gorai.005G044200.1	PF16050; PF05179	PF16050 - Paf1 complex subunit CDC73 N-terminal; PF05179 - RNA pol II accessory factor, Cdc73 family, C-terminal	PTHR12466:SF8; PTHR12466	PTHR12466:SF8 - PARAFIBROMIN; PTHR12466 - CDC73 DOMAIN PROTEIN	KOG3786	KOG3786 - RNA polymerase II assessory factor Cdc73p			K15175	K15175 - ""	GO:0016570; GO:0016593; GO:0006368	GO:0006368 - The extension of an RNA molecule after transcription initiation and promoter clearance at an RNA polymerase II promoter by the addition of ribonucleotides catalyzed by RNA polymerase II.; GO:0016570 - The covalent alteration of one or more amino acid residues within a histone protein.; GO:0016593 - A multiprotein complex that associates with RNA polymerase II and general RNA polymerase II transcription factor complexes and may be involved in both transcriptional initiation and elongation. In Saccharomyces the complex contains Paf1p, Cdc73p, Ctr9p, Rtf1p, and Leo1p.				(1 of 1) K15175 - parafibromin (CDC73)
PAC:26785411	G. raimondii	Gorai.007G266700	Gorai.007G266700.1	Gorai.007G266700.1	PF00856	PF00856 - SET domain	PTHR22884; PTHR22884:SF299	PTHR22884 - SET DOMAIN PROTEINS; PTHR22884:SF299 - HISTONE-LYSINE N-METHYLTRANSFERASE SUVR5			2.1.1.43	2.1.1.43 - Histone-lysine N-methyltransferase			GO:0005515	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).				(1 of 5) PTHR22884:SF299 - HISTONE-LYSINE N-METHYLTRANSFERASE SUVR5
PAC:26817487	G. raimondii	Gorai.008G175800	Gorai.008G175800.1	Gorai.008G175800.1			PTHR22715; PTHR22715:SF0	PTHR22715:SF0 - TRANSFORMING GROWTH FACTOR BETA REGULATOR 1; PTHR22715 - TRANSFORMING GROWTH FACTOR BETA REGULATED GENE 1			2.1.1.43	2.1.1.43 - Histone-lysine N-methyltransferase			GO:0005634; GO:0005515	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.				(1 of 2) PTHR22715 - TRANSFORMING GROWTH FACTOR BETA REGULATED GENE 1
PAC:26809750	G. raimondii	Gorai.011G239300	Gorai.011G239300.1	Gorai.011G239300.1	PF00583	PF00583 - Acetyltransferase (GNAT) family	PTHR23091; PTHR23091:SF208	PTHR23091 - N-TERMINAL ACETYLTRANSFERASE; PTHR23091:SF208 - ACYL-COA N-ACYLTRANSFERASES SUPERFAMILY PROTEIN			2.3.1.82; 2.3.1.48	2.3.1.82 - Aminoglycoside 6'-N-acetyltransferase; 2.3.1.48 - Histone acetyltransferase			GO:0008080	GO:0008080 - Catalysis of the transfer of an acetyl group to a nitrogen atom on the acceptor molecule.				(1 of 1) PTHR23091:SF208 - ACYL-COA N-ACYLTRANSFERASES SUPERFAMILY PROTEIN
PAC:26794360	G. raimondii	Gorai.002G056500	Gorai.002G056500.1	Gorai.002G056500.1	PF16211; PF00125	PF16211 - C-terminus of histone H2A; PF00125 - Core histone H2A/H2B/H3/H4	PTHR23430	PTHR23430 - HISTONE H2A	KOG1757	KOG1757 - Histone 2A			K11251	K11251 - histone H2A	GO:0003677; GO:0005634; GO:0046982; GO:0000786	GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 8) KOG1757 - Histone 2A
PAC:26806482	G. raimondii	Gorai.005G008300	Gorai.005G008300.1	Gorai.005G008300.1	PF02135; PF00651	PF00651 - BTB/POZ domain; PF02135 - TAZ zinc finger	PTHR24413:SF140; PTHR24413	PTHR24413 - FAMILY NOT NAMED; PTHR24413:SF140 - BTB/POZ AND TAZ DOMAIN-CONTAINING PROTEIN 3	KOG1778	KOG1778 - CREB binding protein/P300 and related TAZ Zn-finger proteins	2.3.1.48	2.3.1.48 - Histone acetyltransferase			GO:0005634; GO:0004402; GO:0008270; GO:0005515; GO:0003712; GO:0006355	GO:0003712 - Interacting selectively and non-covalently with a regulatory transcription factor and also with the basal transcription machinery in order to modulate transcription. Cofactors generally do not bind the template nucleic acid, but rather mediate protein-protein interactions between regulatory transcription factors and the basal transcription machinery.; GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0004402 - Catalysis of the reaction: acetyl-CoA + histone = CoA + acetyl-histone.; GO:0006355 - Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.				(1 of 3) PTHR24413:SF140 - BTB/POZ AND TAZ DOMAIN-CONTAINING PROTEIN 3
PAC:26807690	G. raimondii	Gorai.011G171100	Gorai.011G171100.1	Gorai.011G171100.1	PF06414	PF06414 - Zeta toxin	PTHR31153:SF3; PTHR31153	PTHR31153:SF3 - HISTONE H1FLK-LIKE PROTEIN-RELATED; PTHR31153 - UNCHARACTERIZED							GO:0005524; GO:0016301	GO:0005524 - Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.; GO:0016301 - Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule.				(1 of 4) PTHR31153:SF3 - HISTONE H1FLK-LIKE PROTEIN-RELATED
PAC:26797506	G. raimondii	Gorai.003G136000	Gorai.003G136000.1	Gorai.003G136000.1	PF00125	PF00125 - Core histone H2A/H2B/H3/H4	PTHR23428	PTHR23428 - HISTONE H2B	KOG1744	KOG1744 - Histone H2B			K11252	K11252 - histone H2B	GO:0003677; GO:0046982; GO:0000786	GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 14) K11252 - histone H2B (H2B)
PAC:26792050	G. raimondii	Gorai.002G160700	Gorai.002G160700.1	Gorai.002G160700.1	PF06325	PF06325 - Ribosomal protein L11 methyltransferase (PrmA)	PTHR11006	PTHR11006 - PROTEIN ARGININE N-METHYLTRANSFERASE	KOG1499	KOG1499 - Protein arginine N-methyltransferase PRMT1 and related enzymes	2.1.1.125	2.1.1.125 - Histone-arginine N-methyltransferase			GO:0008168; GO:0006479	GO:0006479 - The addition of a methyl group to a protein amino acid. A methyl group is derived from methane by the removal of a hydrogen atom.; GO:0008168 - Catalysis of the transfer of a methyl group to an acceptor molecule.				(1 of 17) 2.1.1.125 - Histone-arginine N-methyltransferase / Protein-arginine N-methyltransferase
PAC:26761454	G. raimondii	Gorai.010G217300	Gorai.010G217300.1	Gorai.010G217300.1	PF01448; PF00628	PF00628 - PHD-finger; PF01448 - ELM2 domain	PTHR10615; PTHR10615:SF117	PTHR10615 - HISTONE ACETYLTRANSFERASE; PTHR10615:SF117 - SUBFAMILY NOT NAMED							GO:0008270; GO:0005515	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.				(1 of 2) PTHR10615//PTHR10615:SF117 - HISTONE ACETYLTRANSFERASE // SUBFAMILY NOT NAMED
PAC:26809732	G. raimondii	Gorai.011G012300	Gorai.011G012300.1	Gorai.011G012300.1	PF02373	PF02373 - JmjC domain, hydroxylase	PTHR12549; PTHR12549:SF16	PTHR12549:SF16 - HISTONE H3MK9 DEMETHYLASE; PTHR12549 - JMJC DOMAIN-CONTAINING HISTONE DEMETHYLATION PROTEIN												(1 of 6) PTHR12549:SF16 - HISTONE H3MK9 DEMETHYLASE
PAC:26780079	G. raimondii	Gorai.007G066100	Gorai.007G066100.1	Gorai.007G066100.1	PF00808	PF00808 - Histone-like transcription factor (CBF/NF-Y) and archaeal histone	PTHR11064:SF41; PTHR11064	PTHR11064 - CCAAT-BINDING TRANSCRIPTION FACTOR-RELATED; PTHR11064:SF41 - NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT B-7	KOG0869	KOG0869 - CCAAT-binding factor, subunit A (HAP3)					GO:0046982	GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.				(1 of 2) PTHR11064:SF41 - NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT B-7
PAC:26783224	G. raimondii	Gorai.007G222700	Gorai.007G222700.1	Gorai.007G222700.1	PF02135; PF00651	PF00651 - BTB/POZ domain; PF02135 - TAZ zinc finger	PTHR24413:SF129; PTHR24413	PTHR24413 - FAMILY NOT NAMED; PTHR24413:SF129 - BTB AND MATH DOMAIN-CONTAINING PROTEIN 42	KOG1778	KOG1778 - CREB binding protein/P300 and related TAZ Zn-finger proteins	2.3.1.48	2.3.1.48 - Histone acetyltransferase			GO:0005634; GO:0004402; GO:0008270; GO:0005515; GO:0003712; GO:0006355	GO:0003712 - Interacting selectively and non-covalently with a regulatory transcription factor and also with the basal transcription machinery in order to modulate transcription. Cofactors generally do not bind the template nucleic acid, but rather mediate protein-protein interactions between regulatory transcription factors and the basal transcription machinery.; GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0004402 - Catalysis of the reaction: acetyl-CoA + histone = CoA + acetyl-histone.; GO:0006355 - Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.				(1 of 3) PTHR24413:SF129 - BTB AND MATH DOMAIN-CONTAINING PROTEIN 42
PAC:26820516	G. raimondii	Gorai.001G045600	Gorai.001G045600.1	Gorai.001G045600.1	PF10513	PF10513 - Enhancer of polycomb-like	PTHR13793; PTHR13793:SF94	PTHR13793 - PHD FINGER PROTEINS; PTHR13793:SF94 - SUBFAMILY NOT NAMED			2.1.1.43	2.1.1.43 - Histone-lysine N-methyltransferase								(1 of 2) PTHR13793//PTHR13793:SF94 - PHD FINGER PROTEINS // SUBFAMILY NOT NAMED
PAC:26773671	G. raimondii	Gorai.004G074200	Gorai.004G074200.1	Gorai.004G074200.1	PF00538	PF00538 - linker histone H1 and H5 family	PTHR11467:SF48; PTHR11467	PTHR11467 - HISTONE H1/H5; PTHR11467:SF48 - HISTONE H1.1-RELATED	KOG4012	KOG4012 - Histone H1			K11275	K11275 - ""	GO:0003677; GO:0005634; GO:0000786; GO:0006334	GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0006334 - The aggregation, arrangement and bonding together of a nucleosome, the beadlike structural units of eukaryotic chromatin composed of histones and DNA.; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 4) K11275 - histone H1/5 (H1_5)
PAC:26804293	G. raimondii	Gorai.005G261000	Gorai.005G261000.1	Gorai.005G261000.1	PF02182	PF02182 - SAD/SRA domain	PTHR22884:SF370; PTHR22884	PTHR22884 - SET DOMAIN PROTEINS; PTHR22884:SF370 - HISTONE-LYSINE N-METHYLTRANSFERASE, H3 LYSINE-9 SPECIFIC SUVH5-RELATED			2.1.1.43	2.1.1.43 - Histone-lysine N-methyltransferase			GO:0042393	GO:0042393 - Interacting selectively and non-covalently with a histone, any of a group of water-soluble proteins found in association with the DNA of plant and animal chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in nonspecific suppression of gene activity.				(1 of 6) PTHR22884:SF370 - HISTONE-LYSINE N-METHYLTRANSFERASE, H3 LYSINE-9 SPECIFIC SUVH5-RELATED
PAC:26806350	G. raimondii	Gorai.005G187800	Gorai.005G187800.1	Gorai.005G187800.1	PF08295; PF02671; PF16879	PF02671 - Paired amphipathic helix repeat; PF16879 - C-terminal domain of Sin3a protein; PF08295 - Sin3 family co-repressor	PTHR12346:SF8; PTHR12346	PTHR12346 - SIN3B-RELATED; PTHR12346:SF8 - PAIRED AMPHIPATHIC HELIX PROTEIN SIN3-LIKE 1-RELATED	KOG4204	KOG4204 - Histone deacetylase complex, SIN3 component			K11644	K11644 - paired amphipathic helix protein Sin3a	GO:0006355	GO:0006355 - Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.				(1 of 5) K11644 - paired amphipathic helix protein Sin3a (SIN3A)
PAC:26797502	G. raimondii	Gorai.003G018800	Gorai.003G018800.1	Gorai.003G018800.1	PF00856; PF05033	PF05033 - Pre-SET motif; PF00856 - SET domain	PTHR22884; PTHR22884:SF299	PTHR22884 - SET DOMAIN PROTEINS; PTHR22884:SF299 - HISTONE-LYSINE N-METHYLTRANSFERASE SUVR5	KOG1082	KOG1082 - Histone H3 (Lys9) methyltransferase SUV39H1/Clr4, required for transcriptional silencing	2.1.1.43	2.1.1.43 - Histone-lysine N-methyltransferase			GO:0005634; GO:0008270; GO:0005515; GO:0034968; GO:0046872; GO:0018024	GO:0018024 - Catalysis of the reaction: S-adenosyl-L-methionine + histone L-lysine = S-adenosyl-L-homocysteine + histone N6-methyl-L-lysine. The methylation of peptidyl-lysine in histones forms N6-methyl-L-lysine, N6,N6-dimethyl-L-lysine and N6,N6,N6-trimethyl-L-lysine derivatives.; GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0034968 - The modification of a histone by addition of one or more methyl groups to a lysine residue.; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.; GO:0046872 - Interacting selectively and non-covalently with any metal ion.				(1 of 2) PF00856//PF05033 - SET domain (SET) // Pre-SET motif (Pre-SET)
PAC:26811609	G. raimondii	Gorai.011G284000	Gorai.011G284000.1	Gorai.011G284000.1	PF10440	PF10440 - Ubiquitin-binding WIYLD domain	PTHR34271:SF1; PTHR34271	PTHR34271 - FAMILY NOT NAMED; PTHR34271:SF1 - NUCLEOLAR HISTONE METHYLTRANSFERASE-RELATED PROTEIN			2.1.1.43	2.1.1.43 - Histone-lysine N-methyltransferase			GO:0018024	GO:0018024 - Catalysis of the reaction: S-adenosyl-L-methionine + histone L-lysine = S-adenosyl-L-homocysteine + histone N6-methyl-L-lysine. The methylation of peptidyl-lysine in histones forms N6-methyl-L-lysine, N6,N6-dimethyl-L-lysine and N6,N6,N6-trimethyl-L-lysine derivatives.				(1 of 1) PTHR34271:SF1 - NUCLEOLAR HISTONE METHYLTRANSFERASE-RELATED PROTEIN
PAC:26821893	G. raimondii	Gorai.001G021300	Gorai.001G021300.1	Gorai.001G021300.1	PF12165; PF00628	PF00628 - PHD-finger; PF12165 - Domain of unknown function (DUF3594)	PTHR12321:SF43; PTHR12321; PTHR12321:SF61	PTHR12321:SF43 - PHD FINGER PROTEIN ALFIN-LIKE 3; PTHR12321 - CPG BINDING PROTEIN; PTHR12321:SF61 - PHD FINGER PROTEIN ALFIN-LIKE 5	KOG1632	KOG1632 - Uncharacterized PHD Zn-finger protein					GO:0008270; GO:0005515; GO:0042393; GO:0006355	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0006355 - Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.; GO:0042393 - Interacting selectively and non-covalently with a histone, any of a group of water-soluble proteins found in association with the DNA of plant and animal chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in nonspecific suppression of gene activity.				(1 of 1) PTHR12321:SF43 - PHD FINGER PROTEIN ALFIN-LIKE 3
PAC:26772439	G. raimondii	Gorai.004G217900	Gorai.004G217900.1	Gorai.004G217900.1	PF16211; PF00125	PF16211 - C-terminus of histone H2A; PF00125 - Core histone H2A/H2B/H3/H4	PTHR23430:SF76; PTHR23430	PTHR23430:SF76 - HISTONE H2A VARIANT 1-RELATED; PTHR23430 - HISTONE H2A	KOG1757	KOG1757 - Histone 2A			K11251	K11251 - histone H2A	GO:0003677; GO:0005634; GO:0046982; GO:0000786	GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 3) PTHR23430:SF76 - HISTONE H2A VARIANT 1-RELATED
PAC:26761300	G. raimondii	Gorai.010G131600	Gorai.010G131600.1	Gorai.010G131600.1	PF00856	PF00856 - SET domain	PTHR22884	PTHR22884 - SET DOMAIN PROTEINS	KOG4442	KOG4442 - Clathrin coat binding protein/Huntingtin interacting protein HIP1, involved in regulation of endocytosis	2.1.1.43	2.1.1.43 - Histone-lysine N-methyltransferase			GO:0005634; GO:0005515; GO:0018024	GO:0018024 - Catalysis of the reaction: S-adenosyl-L-methionine + histone L-lysine = S-adenosyl-L-homocysteine + histone N6-methyl-L-lysine. The methylation of peptidyl-lysine in histones forms N6-methyl-L-lysine, N6,N6-dimethyl-L-lysine and N6,N6,N6-trimethyl-L-lysine derivatives.; GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.				(1 of 1) KOG4442 - Clathrin coat binding protein/Huntingtin interacting protein HIP1, involved in regulation of endocytosis
